text,spam
"Subject: 10 minutes before sex , lasts for 24 - 36 hours  legal , prescription medications under the essential guidance of licensed medical  under every stone lurks a politician .  experience is the name everyone gives to their mistakes .  without music , life would be a mistake .",1
"Subject: wish you could be better ?  penis growth extreme  http : / / www . siratu . com / ss /  cruelty is like hope : it springs eternal .  amusement is the happiness of those who cannot think .  to each his own . ( suum cuique )  always forgive your enemies ; nothing annoys them so much .  bad news goes about in clogs , good news in stockinged feet .",1
"Subject: 1000 full color brochures 335  the tsa design products & ideas expo show is just around the corner and if you are going to be an exhibitor you will need something to hand out to your prospective customers . wiley printing wants to help you do that by offering great prices on quality print collateral . here are a few examples :  1 , 000 business cards for $ 55 - full color , uv coated with 14 pt . paper stock  1 , 000 postcards for $ 150 - full color , uv coated with 14 pt . paper stock  1 , 000 brochures for $ 335 - full color , two sided 100 # gloss text  if you are interested in any of these offers or if you are looking for something a little different please contact us through one of the methods below .  wiley print  4650 cole ave # 105  dallas , tx 75205  214 . 443 . 0908 phone  214 . 443 . 0308 fax  info @ wileyprint . com  note : this is the first and last time wiley print will ever send you an email . however , if you would like to opt out please reply to this email with remove me in the subject line .",1
"Subject: search for the best and cheapest pharmacy online  save 80 % over the brandnames like viagra , cialis and propecia  anatomy is destiny .  oh , what a dear ravishing thing is the beginning of an amour !  it is not every question that deserves an answer .",1
"Subject: failure notice  hi . this is the qmail - send program at mail - 03 . cdsnet . net .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  sorry , i couldn ' t find any host named bb . internetcds . com . ( # 5 . 1 . 2 )  - - - below this line is a copy of the message .  return - path :  received : ( qmail 50355 invoked by alias ) ; 19 jul 2005 10 : 58 : 51 - 0000  delivered - to : nic - notify @ internetcds . com  received : ( qmail 50352 invoked from network ) ; 19 jul 2005 10 : 58 : 51 - 0000  received : from unknown ( helo localhost ) ( 127 . 0 . 0 . 1 )  by mail - 03 . cdsnet . net with smtp ; 19 jul 2005 10 : 58 : 51 - 0000  received : from mail - 03 . cdsnet . net ( [ 127 . 0 . 0 . 1 ] )  by localhost ( mail - 03 . cdsnet . net [ 127 . 0 . 0 . 1 ] ) ( amavisd - new , port 10024 )  with smtp id 46679 - 09 for ;  tue , 19 jul 2005 03 : 58 : 51 - 0700 ( pdt )  received : ( qmail 50346 invoked from network ) ; 19 jul 2005 10 : 58 : 50 - 0000  received : from yahoobb 220056020109 . bbtec . net ( helo mailwisconsin . com ) ( 220 . 56 . 20 . 109 )  by mail - 03 . cdsnet . net with smtp ; 19 jul 2005 10 : 58 : 50 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 09360462 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : nic - notify @ internetcds . com  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  x - virus - scanned : by amavisd - new at internetcds . com  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  starting at $ 1 . 99 per dose ! unbelivabie !",1
Subject: claim your free home depot gift card - a $ 1000 value .  claim your home depot gift card - a $ 1000 value . were sure you can find a use for this gift card in your area . ( ) .  by exclusiverewards  qprkelmv,1
"Subject: breaking biotech news  hey , i thought you might want to take a look at gtha  could genethera become the next darling of biotech ' as they announce collaborations with industry giant beckman coulter ?  breaking biotech news :  genethera inc . to collaborate with biotech giant beckman coulter inc .  - genethera news release july 11 th , 2005 .  genethera inc . ( otc . bb : gtha ) a molecular biotech company located in wheat ridge , co . granted first right of refusal to beckman coulter , inc . ( nyc : bec $ 63 . 34 ) to license genethera ' s patented technology for developing live - animal ' genetic diagnostic tests .  this is a significant milestone for genethera . beckman coulter is one of the world ' s leading manufacturers of biomedical testing systems , tests and supplies . our collaboration will unite the expertise of beckman coulter with the cutting edge technology of genethera .  - dr . antonio milici , m . d . , ph . d . genethera inc .  genethera provides genetic diagnostic solutions for the veterinary and agricultural industries with future plans to include the healthcare industry . the company was formed to realize the commercial potential of molecular diagnostic assays using roche ' s f - pcr technology to detect the presence of infectious disease from the blood of animals , particularly live animals . this platform enables  genethera to offer tests that are presently not available from any other technology . future plans include all infectious disease potentially affecting domesticated livestock as well as wildlife intended for human consumption with priority being given to mad cow , johne ' s and foot and mouth diseases in cattle . genethera has successfully developed the ability to detect both mad cow disease and chronic wasting disease ( cwd ) also known as mad deer or elk .  free information reguarding stocks !  e - mail  first name  last name  phone number  view full report  view full report  company : genethera inc .  symbol : gtha  exchange : otc . bb  recent price : $ 0 . 90  outstanding shares : 21 mil website : www . genethera . net  prior to the 1 st case of mad cow , u . s . beef exports in 2003 in the us were valued at near $ 6 billion . most of the export dollars have since been lost with the international us beef ban imposed in 2004 .  over 90 million cattle are in feedlots in the u . s .  over 35 million cattle have been slaughtered in the u . s . annually  beckman coulter , inc . is a leading manufacturer of biomedical testing instrument  systems , tests and supplies that simplify and automate laboratory processes . spanning the biomedical testing continuum - - from pioneering medical research and clinical trials to laboratory diagnostics and point - of - care testing - - beckman coulter ' s 200 , 000 installed systems provide essential biomedical information to enhance health care around the world . the company , based in fullerton , calif . , reported 2004 annual sales of $ 2 . 4 billion with 64 percent of this amount generated by recurring revenue from supplies , test kits and services . for more information , visit www . beckmancoulter . com .  we are looking forward to working with genethera to identify commercial applications of their technology .  - chris neary , general manager , prion business center , beckman coulter , inc .  in most countries around the globe , the discovery of a cow with mad cow disease ' leads to the immediate slaughter of hundreds , even thousands of cattle out of wide spread fear of disease spread and the need to complete disease testing on the dead animals . costly international beef recalls ' are common since mad cow ' testing ( until now ) has only been conducted after the slaughter process . genethera ' s live animal ' blood test could lead to halting of mass slaughters and widespread panic , while saving the industry hundreds of millions of dollars each year .  through the testing of a single blood sample , genethera could end the need to slaughter entire herds of cattle and other animals for disease testing - saving the industry hundreds of millions of dollars each year .  currently funded by an institutional money manager in southern california , genethera has plans to open laboratories worldwide to meet this exploding bse testing demand .  you want to invest in the dna revolution ? don ' t wait for customized drugs , which are years away . buy shares in a company using dna for diagnostic work .  forbes - good genes , kerry a . dolan , may 16 , 2005  new patented tests created with information gleaned from genome mapping have injected new life and higher margins ( near 75 % ) into the business . the $ 2 . 5 billion molecular diagnostics industry is expanding at a 15 % annual rate , according to consulting firm leomics associates of emerson , n . j .  genethera ( gtha ) : making their mark in biotech  genethera has just recently teamed up with biotech giant beckman coulter inc .  they are the first to market with a blood test for mad cow disease on live cattle  they have the ability to detect numerous infectious diseases utilizing genetic methods from the blood of a live animal  they are the first to market with a blood test for detecting cwd  they are presently developing a therapeutic vaccine for cwd and mad cow disease using rna interference technology  they are currently developing a blood test using the same platform for breast and prostate cancer detection with their strategic partner xpng ( xpention genetics inc . )  genethera could end beef recalls ' and potentially the slaughter of millions of animals around the globe while saving the industry hundreds of millions of dollars each year  currently funded by an institutional money manager in southern california , genethera has plans to open laboratories worldwide to handle this growing bse testing demand .  genethera could generate revenues over $ 13 million for every 1 % of cattle tested in the usa alone  international testing figures would be staggering .  genethera technology :  genethera ' s business is based on its integrated technology platform ( itp ) that combines a proprietary diagnostic solution called gene expression assay ( gea ( tm ) ) with purivax ( tm ) , its system for analyzing large - scale dna sequencing .  the first part of this platform is the ongoing development of molecular diagnostic assays solutions using real time fluorogenic polymerase chain reaction ( f - pcr ) technology to detect the presence of infectious disease from the blood of live animals . the second part of the itp is the development of therapeutic vaccines using rna interference technology . it also allows for the efficient , effective , and continuous testing , management and treatment of animal populations . these facts distinguish the technology from any alternative testing and management methodology available to agriculture today - - all of which require the destruction of individual animals and even entire herds . our testing and data analysis processes also allow us not only to separate infected from clean animals , but also to gain knowledge vital to development of preventative vaccines .  genethera inc . is committed to providing global access to cutting edge biotechnology services to fellow scientists in academia , the pharmaceutical industry , and the biotechnology industry . primarily , genethera ' s expertise focuses on technology relevant to animal and human immunotherapy . genethera is dedicated to furnishing dependable , high quality , cost - effective and prompt client consulting services . these services are backed by the cumulative experiences of greater than 100 years of research and development in both government and industry by genethera ' s senior scientists . genethera develops a commercial - scale implementation of adenovector purification process to support rd material production . furthermore , genethera evaluates and tests commercially available expression vectors and incorporates them into its vector repertoire . these technologies are well established within the repertoire of genethera ' s scientific staff .  genethera can uniquely detect and treat a variety of diseases in animals while they are still alive .  the company provides genetics - based diagnostic and vaccine solutions to meet the growing demands of today ' s veterinary industry and tomorrow ' s agriculture and healthcare industries . the company is organized and operated both to continually apply its scientific research to more effective management of diseases and , in so doing , realize the commercial potential of molecular biotechnology .  the core of genethera ' s operation is the ongoing development of molecular diagnostic assays using real time fluorogenic polymerase chain reaction . ( f - pcr ) technology uses live animal blood to detect the presence of infectious diseases and for the development of vaccines for such blood born diseases . it also allows for the efficient , effective , and continuous testing , management and treatment of animal populations . these facts distinguish the technology from any alternative testing and management methodology available to agriculture today - - all of which require the destruction of individual animals and even entire herds . our testing and data analysis processes also allow us not only to separate infected from clean animals , but also to gain knowledge vital to development of preventative vaccines .  to date , genethera has successfully developed the assay ability to detect mad cow and chronic wasting disease , a disease affecting elk and deer in north america . diagnostic assays for e . coli ol 57 : h 7 and johnne ' s disease are in the final stages of development . vaccines for e . coli ol 57 : h 7 and johnne ' s disease , both of which are diseases affecting cattle , are in advanced stages of development . in the future , the company plans to expand assay application research to a wide range of diseases / animals , the immediate targets being mad cow , hoof mouth , west nile and newcastle .  genethera can detect bse using the companies patented live animal blood test that evaluates the e . d . r . f . gene sequence . the e . d . r . f . gene is proven to decrease dramatically before any tse infection is noticeable in a live animal or human . the patent gtha holds is broad based and can detect all tse diseases including mad cow ( bse ) in cattle , cwd in elk deer and creutzfeld - jacobs in humans  the company ' s patented test can detect these diseases faster than any other method developed in the marketplace and at far less a cost . the test can also be used on a mass scale using roche f - pcr , dna analyzing robotics equipment . genethera can analyze over 2000 blood samples a day with one f - pcr machine and a single technician . the project will prove highly profitable at approx $ 4 . 00 per test when wide scale commercialization is under way .  a multi - billion dollar , international demand for commercial mad cow testing has emerged around the globe .  japan conducted 3 million post - mortem rapid mad cow tests last year alone . they used the western blot developed by prionics ag in swizterland and bio - rad ' s rapid test . costs are between $ 20 and $ 40 dollars per test . most importantly , other tests in the marketplace cannot detect the disease until the animal has been killed . testing through post - mortem brain tissue exams is extremely labor intensive and costly .  japan spent between $ 60 million - $ 120 million on 3 million post mortem rapid mad cow tests in 2004 .  genethera ' s simple blood test can be collected using their patented field collection system . the sample is then mailed to the lab for testing . the company also stated in their recent 10 k that they are currently in negotiations with strategic testing partners that we believe will absorb the costs of commercializing our live animal mad cow test .  management :  dr . tony milici - chairman of the board , president ceo  dr . milici is a ph . d . in experimental hematology and m . d . in medicine and surgery , receiving degrees from university of rome ( italy ) and stanford university . his specialties include : molecular biology / biotechnology , gene therapy / molecularly oncology and molecular . he has had extensive post - graduate training that includes a fellowship in the department of clinical immunology with the university of texas m . d . anderson cancer center and visiting fellow at university of rome ' s laboratory of cellular immunology and biochemistry . among his post - graduate activities , dr . milici was an assistant professor at the medical college of georgia ' s department of pharmacology toxology as well as an assistant biochemist in the department of molecular pathology at the university of texas m . d . anderson cancer center in houston , tx . prior to founding genethera , inc . , dr . milici was president ceo of genetrans , inc . based in augusta , ga . , a diagnostics laboratory . for dr . milici , genethera is a realization of an ambition to demonstrate the commercial potential of molecular biotechnology .  dr . thomas j . slaga - board member  dr . slaga is a ph . d . in physiology and biophysics with undergraduate degrees in biology / chemistry . since 1999 , dr . slaga has served as an adjunct professor in the department of biochemistry molecular biology at university of colorado ' s health sciences center located in denver , co . dr . slaga ' s career is steeped in research and development roles and affiliations concentrating on cancer . examples include : chair / scientific director for cancer causation and prevention , the amc cancer research center located in denver , co ; director , professor of biochemistry at the university of texas m . d . anderson cancer center ( science park - research division ) located in smithville , tx ; and group leader and research staff member , skin carcinogenesis and tumor promotion , biology division of the oak ridge national laboratory in oak ridge , tn . dr . slaga ' s blend of scientific and management experience lends to genethera ' s board an important dimension vis - - vis its development opportunities .  mr . richard w . bryans , jr . - board member - general counsel  mr . bryans is an attorney at law in denver , co . a graduate of regis university in business administration / economics , mr . bryans went on to graduate from the university of denver college of law and has been practicing law in denver for over 12 years . mr . bryans provides the genethera board with the much - valued legal perspective to benefit a young , publicly traded company . additionally , the company will be able to take advantage of mr . bryans ' legal experience in the important area of vaccine licensing that is integral to the future of genethera .  to join market movers mailings click here to find out more .  tw inc .  4636 hidden forest dr .  sarasota fl , 32430  disclaimer :  this publicly distributed email report of otc special situations report , a publication of otc growth stock watch , is a sponsored advertisement . this paid advertising issue of otc growth stock watch does not purport to provide an analysis of any company ' s financial position and is not in any way to be construed as an offer or solicitation to buy or sell any security . otc growth stock watch is a paid advertiser . xpention genetics inc . is the featured company . the distribution costs of this report to new subscribers , eighty thousand dollars were funded by tw inc . in an effort to create investor awareness of xpention genetics , inc . tw inc . is not a broker - dealer nor are they an investment advisor . market movers , otc growth stock watch , otc special situations report , nor is geoffrey eiten to be considered a broker - dealer though they are investment advisors . it is anticipated that this report will generate new subscriptions for growth stock watch . neither otc growth stock watch nor geoffrey eiten , the reviewer [ or analyst ] , received any compensation for this report , but both expect to receive an unknown amount of revenue from new subscriptions from the subscription offer contained herein . this report , including the opinions expressed and the statements made within , is for informational and advertising purposes only and should not be construed as investment advice and do not constitute an offer to sell any securities , and it is not soliciting an offer to buy any securities in any state or other jurisdiction where the offer or sale is not permitted . readers should consult with their own professional investment , tax and portfolio advisors before making any investment decision and should independently verify all information herein . the information used to prepare this report is believed to be from reliable sources , but no representation is made as to the accuracy or completeness of such information . investment in securities carries a high degree of risk and involves risks and uncertainties which may result in investors ' losing all of their invested capital . past performance does not guarantee future results . the information contained herein contains forward - looking statements , within the meaning of section 27 a of the securities act of 1933 and section 21 e of the securities exchange act of 1934 . forward - looking statements are based upon expectations , estimates and projections at the time the statements are made and involve risks and uncertainties that could cause actual events to differ materially from those anticipated . forward - looking statements may be identified through the use of words such as expects , will , anticipates , estimates , believes , or by statements indicating certain actions may , could , should , or might occur . any statements that express or involve predictions , expectations , beliefs , plans , projections , objectives , goals or future events or performance may be forward - looking statements . factors that could cause actual results to differ materially include but are not limited to adverse economic conditions , intense competition , lack of meaningful research results , inadequate capital , termination of contracts or agreements , adverse publicity and news coverage , inability to carry out research , development and commercialization plans , loss or retirement of key executives and research scientists , and other risks detailed in the company ' s reports filed with the securities and exchange commission . more complete information about xpention genetics , inc . is available from the website of the securities and exchange commission , at http : / / www . sec . gov , and copies of its filings may be read without charge at and copies obtained at prescribed rates from the public reference facilities of the commission , at 450 fifth street , nw , washington , dc 20549 .  media matrix 7025 county rd . , 46 a dte 1071 # 349 lake mary , fl 32746 this e - mail message is an advertisement and / or solicitation . ",1
"Subject: prop 0 sal  dear siobhan _ riskin  our company will place any business with a qualified website permanently at the top of the major search engines guaranteed never to move ( eg : yahoo ! , msn , alta vista , etc ) . if you are interested in being guaranteed first position in the top search engines at a promotional fee , please contact us at hannah @ speedy . com . pe please include the url ( s ) your are interested in promoting this is not pay per click examples will be provided .  sincerely  the search engine placement specialists  if you wish to be removed , please respond to hannah @ speedy . com . pe and type the word : remove in your subject line",1
"Subject: grab this quick triple at its low  homeland security investments  the terror attacks on the united states on september 11 , 2 ool have  changed  the security landscape for the foreseeabie future . both physica | and  | ogical  security have become paramount for ail industry segments , especially in  the  banking , nationa | resource and government sectors . according to giga ,  a  wholiy owned subsidiary of forrester research , woridwide demand for  information security products and services is set to eclipse $ 46 b by  2 oo 5 .  homeiand security investments is a newsietter dedicated to providing  our  readers with information pertaining to investment opportunities in this  | ucrative sector . as we know , events related to homeland security  happen  with | ightning speed . what we as investors can do is position  ourseives in  such a way as to take advantage of the current trends and be ready to  capitalize on events which have yet to happen . homeland security  investments is here to help our readers do just that .  with this in mind , it is with great excitement that we present vinoble ,  inc .  this stock is expected to do big things in both the near and | ong  terms .  symbo | : vnbl . ob  current price : 0 . o 8  short term target price : o . 35  12 month target price : 1 . 2 o  * * * why we believe vnbl . ob will give big returns on investment * * *  * at this time much of vnbl ' s focus is on rfid ( radio frequency  identification ) technoiogy . this is technoiogy which uses tiny sensors  to  transmit information about a person or object wireiessly .  * vnbl is already an industry pioneer in the rfid personal location  technology .  * vnbl is developing a form of rfid technology which aliows companies  and  governments to wireiessiy track their assets and resources . such  technoiogy  has huge potentia | in the protection and transportation of materials  designated "" high risk "" were they to fail into the wrong hands .  * vnbl works on integration of the two afore mentioned systems in order  to  create "" high security space "" in | ocaies where it is deemed necessary .  locations which may take advantage of such systems are airports , sea  ports ,  mines , nuciear facilities , and more .  * as with all stocks , news drives the short term price . fresh news has  made vnbl a hot buy .  news on vnbl  malibu , calif . - - ( business wire ) - - june 16 , 20 o 5 - - vinoble , inc .  ( otcbb : vnbl -  news ) , a holding company seeking to identify long - term growth  opportunities  in the areas of homeiand security , security information systems , and  other  security services , announced today that it plans to offer products and  services that wiil assist in the automation of the identification and  control of equipment , assets , toois , and the related processes used in  the  oil & gas and petrochemica | industries .  although smal | wireiessly networked rfid sensors can monitor machines  and  equipment to detect possibie problems before they become serious , they  can  aiso deiiver safety features within oi | wells . oi | maybe trapped in  different | ayers of rock , along with gas and water . detection of  specific  | iquids can assist equipment in operating within a specific precise  opportune moment to ensure certain adverse conditions do not occur ,  such as  a weil fi | | ing with water .  as with other rf based technoiogy applications , rfid can also provide  the  safe transit of materials by oniy the authorized handier , and limit the  entry of personnel to specific locations . ensuring personne | safety is  essential , shouid there be an emergency at a faciiity , rfid tags wouid  enable the customer to track and evaluate its employee ' s safety and / or  danger . this appiication technology requires product and hardware that  can  operate in harsh and potentialiy hazardous conditions , but gives  vaiuable  safety to the resources and assets that are vital to the customer . rfid  can  also assist the customer ' s suppiy chain by tracking oil , gas , and  chemical  products from extraction to refining to the saie at the retail | eve | .  vinoble ' s viewpoint as previously stated is that these applications are  more  than just a valuable tool to the mining industry , but as a protective  measure of our country ' s natural resources and commodities against  threat .  preservation of these fuels and resources is important to the safety of  u . s .  industry and economy .  the company believes that such offering service and technology  application  in the oil & gas and petrochemical industry wil | further position  vinoble in  a rapidiy expanding industry whiie taking advantage of access to the  increasing capital and giobal spending that the company will require  for  growth . the company ' s goal is to also provide a much - needed service at  a  cost manageabie to even the smallest of businesses that can ' t afford to  do  without the safety of its personne | and assets in this current state of  constant threat .  this is outstanding news . the growth potentia | for this company is  exceptiona | . in an aiready hot industry , vnbl . ob stands out as a truly  innovative pioneer . we see big things happening to this stock .  information within this email contains "" forward looking statements ""  within the meaning of section 27 a of the securities act of 1933 and  section 21 b of the securities exchange act of 1934 . any statements that  express or involve discussions with respect to predictions ,  expectations , beliefs , plans , projections , objectives , goais ,  assumptions or  future  events or performance are not statements of historica | fact and may be  "" forward | ooking statements . "" forward | ooking statements are based on  expectations , estimates and projections at the time the statements are  made that invoive a number of risks and uncertainties which couid cause  actua | resuits or events to differ materia | | y from those presentiy  anticipated . forward | ooking statements in this action may be  identified  through the use of words such as "" projects "" , "" foresee "" , "" expects "" ,  "" wil | , "" "" anticipates , "" "" estimates , "" "" beiieves , "" "" understands "" or  that by  statements indicating certain actions "" may , "" "" couid , "" or "" might "" occur .  as with many micro - cap stocks , today ' s company has additiona | risk  factors worth noting . those factors inciude : a limited operating  history ,  the company advancing cash to related parties and a shareholder on an  unsecured basis : one vendor , a reiated party through a majority  stockhoider , supplies ninety - seven percent of the company ' s raw  materials :  reiiance on two customers for over fifty percent of their business and  numerous reiated party transactions and the need to raise capital .  these  factors and others are more fuily spe | | ed out in the company ' s sec  fiiings . we urge you to read the filings before you invest . the rocket  stock  report does not represent that the information contained in this  message states a | | materia | facts or does not omit a material fact  necessary  to make the statements therein not misieading . all information  provided within this email pertaining to investing , stocks , securities  must  be  understood as information provided and not investment advice . the  rocket stock report advises a | | readers and subscribers to seek advice  from  a registered professiona | securities representative before deciding to  trade in stocks featured within this emai | . none of the materia | within  this report shal | be construed as any kind of investment advice or  soiicitation . many of these companies are on the verge of bankruptcy .  you  can lose ail your money by investing in this stock . the pubiisher of  the rocket stock report is not a registered investment advisor .  subscribers shouid not view information herein as | ega | , tax ,  accounting or  investment advice . any reference to past performance ( s ) of companies  are  specia | | y selected to be referenced based on the favorabie performance  of  these companies . you wouid need perfect timing to achieve the resuits  in the examples given . there can be no assurance of that happening .  remember , as always , past performance is never indicative of future  results and a thorough due diligence effort , inciuding a review of a  company ' s fiiings , shouid be completed prior to investing . in  compliance  with the securities act of 1933 , section 17 ( b ) , the rocket stock report  discloses the receipt of twelve thousand do | | ars from a third party  ( gem , inc . ) , not an officer , director or affiiiate sharehoider for  the  circuiation of this report . gem , inc . has a position in the stock  they  wil | se | | at any time without notice . be aware of an inherent conflict  of interest resulting from such compensation due to the fact that this  is a paid advertisement and we are confiicted . ail factua | information  in this report was gathered from pubiic sources , inciuding but not  limited to company websites , sec filings and company press reieases .  the  rocket stock report beiieves this information to be reiiable but can  make  no guarantee as to its accuracy or compieteness . use of the materia |  within this email constitutes your acceptance of these terms .",1
"Subject: yyyy , do you know the hgh differences ?  hello , jm @ netnoteinc . comhuman growth hormone therapy  lose weight while building lean muscle massand reversing the ravages of aging all at once .  remarkable discoveries about human growth hormones ( hgh ) are changing the way we think about aging and weight loss .  lose weightbuild muscle tonereverse aging  increased libidoduration of penile erectionhealthier bones  improved memoryimproved skinnew hair growthwrinkle disappearance visit  our web site and learn the facts : click hereyou are receiving this email as a subscr - in amerig lisve yoursts , just click here",1
"Subject: make big money with foreclosed real estate in your area  trinity consulting 1730 redhill ave . , ste . 135 irvine , ca 92606 this e - mail message is an advertisement and / or solicitation . ",1
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is stronq enouqh for a man , but made for a woman ; - )  orderinq viaqra online is a very convinient , fast and secure way !  millions of people do it daily to save their privacy and money  order here . . . ",1
"Subject: letter from : daniel kabila  letter from : daniel kabila  investment offer .  dear ,  in appreciation of your esteemed contact received through a reliable source  and the choice of your country i wish to introduce myself , i am daniel kabila  the son of the late drc president laurent desire kabila of the blessed memory .  i know this letter might come to you as a surprise but i honestly do not  intend to surprise you . i write this letter in respect of my intention to  invest the sum of us $ 12 m ( twelve million united state dollars ) with you . i  inherited this money from my mother . this money was got through the smuggling  and sales of diamond and timber when my father was the head of state . my  mother though not her legal wife used her privilege position to engage in  the  business of diamond and timber since she knows that her survival will depend  on how much she can get out of the privilege situation .  when my father was assassinated on 16 th jan . 01 by one of his bodyguards  lt . rashidi kasereke through the conspiracy of some top army officers that  wanted to topple him i escaped to sa because of the fear that i might be  arrested by my half brother lt . general joseph kabila the present head of  state . actually his mother and my mother are not in the best of relationship  because of who among them will be the first lady tussle and this ultimately  affected us their children . considering the relationship between sa and my  country ' s new government , my mother advised me to leave for sa for security  reason , while the funds were deposited with a security company abroad .  on getting to there where i have been living since then as a political refugee  i am seeking for a reliable foreigner who can assist me in moving this money  out for safe banking and profitable investment . honestly i contacted you  because i don ' t want to invest this money in here due to my status here as  a  political refugee . and moreover i wouldn ' t want to take risk because this  money is all that i and my mother is depending on because my half brother  has  seized all my father ' s assets and money and left i and my mother empty handed  without knowing about this funds deposited at the security company in abroad  so that is why i decided that investing this money abroad should be the best  investment for me . i will be honored if i can be given the privilege of  investing this money with your help .  in view of this plight , i expect you to be trustworthy and kind enough to  respond to this distress call to save my mother and i from a hopeless future .  and if you agree , i hereby agree to compensate your sincere and candid effort  in this regard with 15 % of the total money and annual 5 % of the after  tax returns on investment for the first three years . thereafter , the term  shall be varied . 5 % for expenses , which may arise during the transaction (  fax  and phone bills inclusive ) . when the money is moved into your discrete  account , you will be allowed to draw 15 % in your favor , while the remaining  80 % will be invested meaningfully for our future if possible in your area  of  business and deterrents sectors of the economy in your country which are  dividends yielding .  whatever your decision is please reach me immediately through my email , and  keep this letter tight secret for the interest of my family .  best regards ,  daniel kabila",1
"Subject: localized software , all languages available .  hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .  aii iisted software is available for immediate downioad !  no need to wait 2 - 3 week for cd deiivery !  just few exampies :  - norton lnternet security pro 2005 - $ 29 . 95  - windows xp professionai with sp 2 fuil version - $ 59 . 95  - corei draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 inciudinq ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianguaqe !  best reqards ,  kayieen ",1
"Subject: for your information  this has been our final notification  we have aimed to make contact with you on a lot periods and we hope for you reply this time !  your current home loan makes you eligible for you for up to a 3 . 70 % lower rate .  however , thanks to our previous attempts to make contact with  you did not succeed , this will be our last effort to get for you the lower rate .  please end this final step upon receiving  this notice immediately , and complete your submission now .  apply here .  if your decision is not to make use of this final offer going here will help you to do so .",1
Subject: did you complete this ?  free service  mortgage rates have never been lower .  is your credit good ? get a loan beyond your wildest  expectations !  click here  your credit stinks ? lenders  will still give you an absolutely amazing loan .  click here  just click here and get started .  absolutely free quote .  click  here for quick details ! ,1
"Subject: your best source for viagra and more . . . . get harder , stay hard . . . longer  save on average 70 % with generic medications !  courage is the power to let go of the familiar .  there was a star danced , and under that was i born .  the greatest gift is a portion of thyself .  engineering is the art or science of making practical .",1
